timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1762119737830,416,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,589,965,1,9,http://localhost:8082/ws,412,0,26
1762119738247,53,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,589,965,2,18,http://localhost:8082/ws,53,0,0
1762119738270,37,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,589,965,2,18,http://localhost:8082/ws,37,0,2
1762119738308,9,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,589,965,2,18,http://localhost:8082/ws,9,0,0
1762119738302,15,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,589,965,2,18,http://localhost:8082/ws,15,0,0
1762119738317,7,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,589,965,2,18,http://localhost:8082/ws,7,0,0
1762119738317,10,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,589,965,2,18,http://localhost:8082/ws,9,0,0
1762119738327,7,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,590,965,2,18,http://localhost:8082/ws,7,0,0
1762119738328,11,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,590,965,2,18,http://localhost:8082/ws,11,0,0
1762119738334,12,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,590,965,2,18,http://localhost:8082/ws,12,0,0
1762119738340,9,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,590,965,2,18,http://localhost:8082/ws,9,0,0
1762119738346,7,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,590,965,2,18,http://localhost:8082/ws,7,0,0
1762119738349,17,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,590,965,2,18,http://localhost:8082/ws,17,0,0
1762119738355,13,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,590,965,2,18,http://localhost:8082/ws,13,0,0
1762119738368,20,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,590,965,2,18,http://localhost:8082/ws,20,0,0
1762119738366,28,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,590,965,2,18,http://localhost:8082/ws,28,0,0
1762119738388,18,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,590,965,2,18,http://localhost:8082/ws,18,0,0
1762119738395,21,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,590,965,2,18,http://localhost:8082/ws,21,0,0
1762119738406,26,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,590,965,2,18,http://localhost:8082/ws,26,0,0
1762119738417,28,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,590,965,2,18,http://localhost:8082/ws,28,0,0
1762119738432,17,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,590,965,2,18,http://localhost:8082/ws,17,0,0
1762119738446,21,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-1,text,true,,590,965,2,18,http://localhost:8082/ws,20,0,0
1762119738449,20,SOAP - C1: Consultar Produto,200,,C3 - 10 Usuários - SOAP - Transacional 6-2,text,true,,590,965,2,18,http://localhost:8082/ws,20,0,0
