timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1762119737830,255,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,255,0,26
1762119738086,9,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,9,0,0
1762119738096,7,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,7,0,0
1762119738104,12,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,12,0,0
1762119738117,12,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,11,0,0
1762119738129,15,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,15,0,0
1762119738145,12,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,11,0,0
1762119738157,21,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,20,0,0
1762119738179,12,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,12,0,0
1762119738192,16,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,16,0,0
1762119738209,12,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,11,0,0
1762119738221,10,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,8,0,0
1762119738231,21,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,9,http://localhost:8080/graphql,21,0,0
1762119738253,26,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,1,17,http://localhost:8080/graphql,26,0,0
1762119738280,11,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,11,0,0
1762119738284,21,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,21,0,5
1762119738292,15,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,15,0,0
1762119738307,21,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,21,0,0
1762119738307,23,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,23,0,0
1762119738328,14,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,14,0,0
1762119738330,24,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,20,0,0
1762119738343,25,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,16,0,0
1762119738354,21,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,21,0,0
1762119738368,9,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,7,0,0
1762119738375,8,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,5,0,0
1762119738377,10,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,9,0,0
1762119738387,4,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,4,0,0
1762119738392,6,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,6,0,0
1762119738384,16,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,16,0,0
1762119738400,12,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,12,0,0
1762119738401,14,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,14,0,0
1762119738413,11,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,11,0,0
1762119738425,38,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,38,0,0
1762119738415,57,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,46,0,0
1762119738463,10,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,10,0,0
1762119738474,4,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,4,0,0
1762119738473,28,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,20,0,0
1762119738479,29,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,18,0,0
1762119738501,19,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,19,0,0
1762119738508,18,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,18,0,0
1762119738520,8,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,8,0,0
1762119738528,4,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,4,0,0
1762119738527,7,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,7,0,0
1762119738533,6,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,4,0,0
1762119738534,5,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,5,0,0
1762119738539,5,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,4,0,0
1762119738540,7,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-1,text,true,,392,571,2,18,http://localhost:8080/graphql,7,0,0
1762119738544,5,GraphQL - C23 Criar Produto (Mutation),200,,C3 - 10 Usuários - GraphQL - Transacional 9-2,text,true,,392,571,2,18,http://localhost:8080/graphql,5,0,0
